331.46774,209.92673,-63.315533
391.60141,189.71519,-44.976593
272.70578,225.06128,-59.340492
100.54121,283.16537,-112.70766
-39.967503,325.22983,-113.90292
-175.73531,362.54483,-105.54179
-178.56169,357.17242,-65.690651
-32.831127,319.27829,-93.35334
222.51825,259.44339,-185.69832
359.31973,223.82101,-189.29565
284.23813,245.24181,-176.158
140.33885,277.49417,-131.56595
7.1680903,309.51324,-112.94904
-161.84811,359.55045,-130.74445
-239.14629,384.57318,-150.14742
-142.51176,355.70169,-145.4323
130.25195,269.52127,-93.486862
364.1488,200.37633,-89.101051
317.26318,224.05753,-158.34509
166.80333,273.17517,-187.12553
29.79711,313.80121,-189.94185
-121.46552,361.34094,-212.55219
-230.97781,390.07806,-188.60617
-195.06982,375.54346,-173.81203
9.6967411,318.43423,-203.23033
283.82767,244.5145,-233.98659
340.3562,228.56219,-230.98022
221.70674,263.51376,-217.71188
65.222313,307.99637,-208.69791
-70.695549,350.52414,-210.51064
-210.11847,391.63123,-204.86864
-223.92482,387.82269,-183.29134
-56.724514,331.36255,-161.05948
233.86168,246.54117,-162.08044
370.31323,210.01636,-161.10872
295.806,229.86804,-137.11465
145.39009,270.49393,-107.13452
18.95923,299.47601,-74.609467
-119.793,331.62976,-37.626026
-196.24504,356.21011,-40.399555
-98.649261,327.10101,-36.620098
145.56987,263.82147,-112.47231
345.48764,216.66425,-181.52013
325.78171,225.16074,-173.47162
181.63522,266.5661,-163.47771
43.60519,305.04684,-149.72316
-94.21225,347.47342,-147.81339
-212.4122,381.35263,-150.77039
-177.62032,367.81573,-137.59244
34.586475,308.30197,-140.10616
305.67981,233.77563,-182.77635
368.30634,209.81238,-146.9874
242.9104,246.34149,-151.39824
71.134644,301.28128,-202.35875
-48.891033,331.19891,-169.24901
-173.95297,364.57877,-133.21939
-201.1597,379.26495,-146.3584
-47.900902,331.75372,-133.94865
228.39081,252.00789,-148.7084
355.03214,222.66887,-185.81743
280.94095,242.47357,-170.24057
149.35429,267.8031,-90.686287
36.869507,286.69519,-18.887768
-128.14696,338.10141,-48.139381
-208.77693,365.79889,-77.929169
-116.65343,337.28091,-79.069679
130.55847,269.57156,-108.70104
342.27597,210.79248,-123.11753
324.22372,215.02309,-111.47218
191.47612,255.17566,-102.65533
54.771881,293.90939,-95.403488
-63.665924,317.59744,-43.416248
-166.50824,342.16623,-11.395618
-138.32988,337.65918,-20.017508
60.751953,287.78708,-67.638184
312.26151,230.52556,-152.43713
345.99881,229.63681,-198.96205
227.54259,258.21118,-170.87228
89.339355,285.92511,-102.43094
-47.823383,330.65997,-120.32967
-185.00323,372.3782,-126.5631
-209.46364,380.28711,-135.96643
-71.298866,350.39554,-202.07253
210.4325,267.0076,-232.87856
349.09039,225.02954,-227.73763
275.54861,246.09935,-207.63458
118.29238,289.21246,-201.59764
-12.035959,321.79227,-169.06454
-149.25873,358.24384,-143.41161
-225.99153,383.65485,-172.73232
-129.04559,357.27902,-165.51906
144.84865,278.59897,-170.80635
347.72891,231.44061,-236.12506
319.95273,241.37236,-234.70645
189.75656,270.8356,-187.60107
29.042974,323.63004,-209.40222
-108.24258,361.45294,-176.91342
-197.67867,374.39944,-100.59936
-160.08372,359.89838,-91.613914
53.285702,303.01611,-140.70221
312.83298,237.60583,-207.6971
348.74615,237.16806,-246.51854
224.25603,280.58517,-274.85629
77.990364,316.56787,-228.51036
-44.848392,345.61807,-186.43552
-182.66553,384.05737,-195.0925
-193.25746,385.14325,-192.30739
-26.780771,325.28513,-160.71579
265.27209,232.1785,-148.3511
391.86685,201.95337,-168.78391
300.4921,229.95753,-168.6779
154.78023,266.50058,-146.38814
39.095634,290.75177,-97.87841
-104.62083,331.1044,-69.970375
-184.74156,362.03839,-100.62777
-101.2676,344.8428,-129.27332
152.15105,275.67734,-156.99394
375.50916,209.53633,-164.09039
363.84705,205.7114,-112.91301
226.16045,244.57497,-84.651215
80.244354,288.11578,-75.687927
-58.892883,323.17365,-41.638607
-144.03973,335.4408,34.026867
-110.35747,324.33646,32.585453
67.378273,285.02597,-70.282341
312.66986,231.01991,-162.65912
352.46033,229.85394,-202.29424
244.33051,254.81377,-166.13707
96.018219,291.84692,-135.12361
-40.947392,332.25415,-133.02083
-184.55101,376.09262,-133.53329
-205.59979,383.3508,-129.20316
-35.964882,332.63898,-111.76345
253.144,248.38446,-117.44717
378.59888,211.698,-115.97573
297.57568,237.10449,-114.01633
137.5672,289.91559,-134.74692
0.79832888,328.79538,-144.34538
-160.5466,377.94229,-172.63712
-234.42522,399.75406,-177.40987
-126.55988,356.33542,-128.95439
164.83928,254.96156,-55.761662
387.02353,187.35463,-46.60725
337.78348,210.17241,-105.29427
189.55688,256.52182,-128.84105
21.705044,317.79318,-193.34901
-139.05937,372.64398,-237.42969
-247.72105,402.5206,-220.83788
-207.77164,391.97488,-216.23486
16.06123,332.34802,-238.93814
285.81158,259.55255,-282.73853
338.16437,242.74643,-270.18976
220.52316,274.0452,-249.95016
51.737541,322.76083,-255.76015
-76.316849,356.41412,-222.32753
-199.008,385.29886,-179.14665
-206.54974,384.36929,-156.69138
-29.464552,323.69266,-117.15991
257.60226,241.90413,-149.35674
381.634,215.03339,-194.65303
291.45859,242.8141,-196.02185
132.39572,289.14975,-195.61218
0.92331499,327.67947,-191.76881
-146.34415,362.87445,-152.50092
-202.46767,370.45938,-127.47414
-101.31063,338.45969,-130.52048
160.75789,260.5246,-143.1472
372.33078,205.56395,-188.88895
340.35907,216.57118,-164.7054
199.93808,257.85031,-143.77757
47.696629,312.17245,-184.07007
-99.984283,360.64124,-195.72778
-204.95296,387.34457,-193.30254
-149.09555,361.65665,-150.78845
71.42337,297.79352,-148.87018
330.91214,227.96475,-184.97908
366.00922,225.80096,-212.78009
234.58936,267.93607,-227.77611
81.359566,305.13095,-195.99568
-43.860481,338.71548,-161.23589
-177.03612,378.02576,-150.7683
-202.45587,384.91388,-166.43924
-38.661999,332.42239,-154.35219
262.28232,242.22833,-139.06026
379.54105,215.48732,-156.55783
273.80334,257.20834,-187.88623
115.13215,302.80539,-181.83437
-12.505907,332.23657,-167.46002
-132.85985,353.83887,-94.073135
-182.68616,360.12582,-50.088768
-105.65205,348.41016,-124.93843
144.72386,282.81512,-165.76393
350.64084,223.66222,-187.20313
310.35126,237.34097,-205.48813
183.4622,263.24631,-140.99089
46.626236,300.91669,-126.68403
-110.83288,361.44144,-191.46854
-207.89098,389.00882,-185.74374
-151.22701,364.41696,-144.81822
71.16198,295.12552,-131.99112
333.20993,222.28047,-167.13739
362.18365,222.98573,-216.92163
233.57048,263.23383,-234.93376
74.024971,307.24847,-241.32121
-59.069683,341.26505,-231.03569
-187.08295,372.69608,-188.06389
-201.14046,374.75708,-172.47296
-48.900272,329.08072,-190.71893
232.6494,248.74022,-206.50287
356.56345,218.05104,-221.82706
276.74307,243.81529,-220.6649
123.77528,288.4371,-218.78171
-14.38627,325.15167,-218.18388
-157.44383,359.43182,-191.07353
-215.79076,375.23251,-186.52988
-114.70132,349.03812,-199.94026
152.79205,273.069,-193.43732
375.7048,205.32808,-158.59895
333.70828,221.11362,-166.33748
181.17264,269.63092,-165.20927
41.432331,309.70279,-165.88228
-114.13968,359.66693,-207.7124
-216.97998,382.4472,-165.17577
-160.94812,355.26926,-114.0244
51.626301,296.39825,-144.69917
307.12924,231.59981,-192.62802
348.05396,220.79132,-184.8203
221.55684,256.85437,-189.16426
83.484673,288.79568,-146.07675
-38.597919,320.32129,-103.19011
-201.81024,379.17365,-161.0235
-227.74771,392.89493,-196.65826
-73.220085,350.45825,-217.12953
205.11449,273.75885,-255.65059
344.20258,232.17978,-242.63849
254.14998,261.09497,-213.32964
94.126793,308.81729,-198.66063
-32.795944,342.23318,-193.19695
-170.85507,376.05051,-162.54082
-219.27411,384.64084,-124.21044
-125.0722,362.37372,-157.61592
133.66328,286.03625,-171.91902
357.46188,214.18376,-145.49712
304.34778,245.99312,-229.93402
151.23752,297.80795,-265.3255
28.991436,324.66092,-219.40469
-122.9743,370.72098,-237.446
-217.40854,385.38803,-182.81871
-160.67052,357.40237,-135.81573
50.105766,302.48395,-177.06369
313.55609,232.50583,-203.65019
349.47186,227.22845,-223.28166
212.40688,269.5777,-222.52771
54.47897,312.27365,-196.1445
-80.91935,355.51059,-216.86562
-216.47784,392.69464,-215.23486
-218.98819,387.57678,-203.57471
-59.682922,341.11688,-245.42278
210.60924,265.21942,-284.96152
333.60678,233.73828,-286.26672
250.08827,260.16733,-283.05298
93.174637,304.31171,-260.83679
-36.238991,337.83054,-253.75583
-187.08806,377.84766,-258.9884
-241.66751,386.86691,-229.5303
-126.29023,347.99292,-209.73662
145.27982,266.23395,-196.28018
364.34225,199.50282,-159.28876
338.01239,205.4733,-130.24069
186.62633,254.03474,-147.91124
43.437916,299.67755,-155.73256
-100.17069,338.66025,-151.71753
-208.85565,369.28613,-169.79793
-158.23122,354.3107,-160.51208
55.797852,294.28693,-158.48785
303.35437,235.79819,-225.7923
334.02258,231.73811,-245.30795
222.50703,256.77063,-203.84886
78.730515,291.22043,-173.92793
-37.181747,312.34454,-111.64926
-176.33809,351.92419,-103.73837
-203.39156,366.08282,-142.77841
-36.778164,318.1402,-158.37473
237.1693,248.25937,-212.72527
353.08673,221.0484,-241.02934
258.02518,251.31575,-239.45879
93.832603,294.50259,-206.46332
-29.155779,319.08023,-162.78142
-173.34381,362.54926,-160.65147
-242.62041,388.27771,-198.29768
-137.49841,362.23438,-229.72867
128.73244,291.6304,-238.06879
337.15387,229.29617,-219.00862
303.8262,235.71487,-177.44191
169.508,271.64478,-130.43062
