331.46774,209.92673,-63.315533,33.136105,-43.043076,-24.453287,-80.704117,-22.813475,0.63462716,24.936073,-35.040173,11.736099,-2.496593,-9.1265402,-6.7468572,6.1941013
391.60141,189.71519,-44.976593,23.194448,7.5507588,20.890272,-86.92775,-23.314489,0.62144929,25.721441,-30.244061,12.339471,6.233314,-6.6770434,-5.2745862,13.526552
272.70578,225.06128,-59.340492,10.525297,26.368391,61.640663,-86.104942,-20.384075,5.416841,25.069305,-29.988953,9.1614285,3.6349502,-6.8364134,-5.9638968,11.713304
100.54121,283.16537,-112.70766,-2.816129,5.3300033,78.010811,-74.708244,-16.597313,3.3871109,25.752197,-28.296839,9.5243635,2.7013531,-12.306072,-4.1540709,0.022037027
-39.967503,325.22983,-113.90292,0.65612966,-10.900905,68.639038,-67.449997,-13.450332,-2.9641945,24.797941,-25.013773,12.676129,8.1987715,-15.515136,-1.3881403,-2.3740187
-175.73531,362.54483,-105.54179,13.052431,-26.561575,47.349102,-64.45536,-11.926517,-3.6915836,26.664137,-21.699646,14.010942,7.6697297,-15.669806,0.97627795,3.0761375
-178.56169,357.17242,-65.690651,33.347157,-36.082867,7.2903833,-71.161308,-15.092627,-6.1886206,29.321047,-21.961561,17.438591,5.0510397,-10.220881,5.3738146,8.9157047
-32.831127,319.27829,-93.35334,42.103489,-64.830307,-23.893562,-67.306686,-17.558554,-6.4954376,33.816029,-22.503792,19.208467,3.0753956,-9.0918446,6.5395784,9.9293547
222.51825,259.44339,-185.69832,24.938702,-91.840744,-20.861351,-56.721798,-17.046835,-4.0323768,36.271999,-24.43491,20.195436,-1.1889826,-11.796803,5.0550084,7.6929564
359.31973,223.82101,-189.29565,5.9972878,-55.381641,24.939863,-56.360352,-16.999077,-6.7220869,34.004097,-21.587191,20.946394,4.6150908,-11.166452,3.30337,6.6202679
284.23813,245.24181,-176.158,-5.8598127,-22.435301,69.87973,-56.462788,-15.2591,-7.9939132,30.328972,-18.573757,20.223024,8.1958876,-10.53479,3.0303633,5.6406112
140.33885,277.49417,-131.56595,-7.4943676,-5.1438231,85.63472,-64.57,-13.678686,-5.4894171,26.181185,-24.554716,15.664529,4.6633081,-8.5803566,0.58591348,6.3727536
7.1680903,309.51324,-112.94904,-3.0951712,-13.48225,81.215988,-66.89727,-12.40292,-2.987375,21.748579,-33.836674,8.7669973,-2.3911166,-5.3482099,-2.2985709,10.402308
-161.84811,359.55045,-130.74445,-1.7197928,-35.693668,59.942238,-60.423134,-15.21947,-0.2509824,27.10321,-36.233242,6.3030839,-8.8702316,-6.4835644,-4.6971765,12.384494
-239.14629,384.57318,-150.14742,5.5256968,-61.655037,31.321949,-52.019855,-15.718476,-4.2545557,31.810595,-35.478649,8.7137709,-5.2718625,-12.376471,-8.7664347,8.7814531
-142.51176,355.70169,-145.4323,21.452467,-83.513657,-0.10366088,-47.727776,-12.484133,-17.483782,32.95541,-33.319435,16.895121,4.3642039,-18.90399,-9.4558678,1.2980561
130.25195,269.52127,-93.486862,35.526203,-69.154198,-30.873882,-58.357876,-14.326358,-24.816793,35.912056,-28.141865,25.743204,10.640269,-17.96406,-8.3355255,-2.6774142
364.1488,200.37633,-89.101051,24.848967,-40.594151,0.23705848,-63.43079,-14.220613,-25.186991,33.107025,-30.321293,26.182535,8.9550266,-13.844391,-5.5498428,-1.9014447
317.26318,224.05753,-158.34509,-4.8211756,-37.397358,61.15675,-48.710854,-9.5130396,-23.364395,35.219181,-30.366615,20.127651,3.3966398,-13.823576,-4.4554958,-3.3087971
166.80333,273.17517,-187.12553,-16.327337,-32.376915,87.481354,-41.316837,-7.2938547,-23.356567,37.40826,-30.551302,18.777,1.958719,-12.611465,-2.8387117,-5.9062433
29.79711,313.80121,-189.94185,-14.136889,-40.860096,94.247688,-43.622723,-6.0351701,-16.779739,37.559483,-33.644592,13.370538,-1.8371092,-9.1102247,-3.6386642,-6.5508099
-121.46552,361.34094,-212.55219,-14.593004,-66.953224,98.472916,-36.999664,-3.1335461,-13.729323,37.083015,-33.419395,5.8372517,-8.2864628,-6.0515203,-5.4781857,-4.2407794
-230.97781,390.07806,-188.60617,0.2864739,-79.84082,69.655495,-35.065437,-6.6090188,-24.17835,31.384909,-31.677233,11.946887,-3.2903216,-7.3984194,-1.9408212,-2.0260429
-195.06982,375.54346,-173.81203,14.653507,-99.068298,29.400333,-36.196892,-10.812387,-23.117094,32.004868,-31.276136,9.8562832,-4.4933267,-4.2915883,0.13745819,1.9635826
9.6967411,318.43423,-203.23033,14.721632,-120.23827,1.8820448,-32.093819,-13.987333,-17.526148,35.253963,-29.43466,4.8873801,-12.146251,-1.8826197,-4.1334286,4.1908126
283.82767,244.5145,-233.98659,7.9807448,-114.06075,9.3158493,-26.195318,-12.279175,-30.62281,31.252535,-26.930006,16.456579,-7.182137,-8.2193527,-2.4938924,3.6025944
340.3562,228.56219,-230.98022,-4.9904308,-77.126266,59.895748,-24.313534,-7.4877501,-35.699345,28.48241,-23.377975,22.907562,-2.8700619,-7.6296024,1.556725,4.7269759
221.70674,263.51376,-217.71188,-13.833537,-45.276173,96.152946,-24.736383,-7.6295834,-33.743423,29.84289,-15.594675,26.367077,-1.2548022,-4.4318519,3.0551603,1.9057111
65.222313,307.99637,-208.69791,-11.7296,-35.488651,101.88194,-23.774395,-6.9717274,-38.336655,32.56649,-14.070473,32.687859,2.4892852,-5.8951912,5.4784026,0.97179192
-70.695549,350.52414,-210.51064,-8.1677866,-44.911926,90.053658,-21.65344,-9.2797108,-38.927971,33.627823,-13.678445,34.625343,-0.62470233,-5.6641607,4.2858377,4.1300888
-210.11847,391.63123,-204.86864,-0.37692639,-64.116783,72.58651,-21.732149,-11.400941,-28.962433,36.231251,-15.509523,24.26408,-11.224129,0.24627563,1.0748636,7.1591282
-223.92482,387.82269,-183.29134,13.910426,-89.829948,36.997963,-26.60527,-11.948075,-18.561398,35.45203,-23.375803,13.674966,-20.93737,4.9068208,0.38382569,9.6154261
-56.724514,331.36255,-161.05948,26.094728,-103.6286,2.417213,-28.184717,-11.80157,-27.018761,24.474106,-25.418688,18.4585,-14.389273,-2.2610455,3.8297815,9.4884729
233.86168,246.54117,-162.08044,27.942722,-96.093842,-7.5391588,-31.298275,-11.334823,-33.867638,18.589554,-23.846626,25.794241,-3.2235062,-8.9704466,3.7501948,7.283216
370.31323,210.01636,-161.10872,14.395542,-55.230835,24.125729,-42.886566,-12.114077,-29.730722,24.423458,-23.238508,30.517946,2.8317809,-7.9105844,6.6786866,6.5144548
295.806,229.86804,-137.11465,6.4187827,-14.060956,63.572742,-50.686462,-9.7192717,-29.90896,26.7089,-21.766876,35.948021,7.5914483,-8.7849321,8.6146603,6.7306466
145.39009,270.49393,-107.13452,7.7863445,3.2940238,79.293999,-55.312954,-7.9761176,-27.314352,29.535894,-20.367088,36.40073,7.8253469,-8.6579123,4.5978799,6.4179883
18.95923,299.47601,-74.609467,15.089244,3.0656481,70.441162,-55.05703,-8.3081522,-25.603544,28.047907,-22.602989,35.825188,-0.24201944,-6.2058749,4.3128195,9.7446175
-119.793,331.62976,-37.626026,28.268545,-4.8295736,57.607418,-51.925262,-8.3192234,-31.993877,24.593605,-23.742601,36.728683,-4.1729159,-7.2105193,1.970256,12.081912
-196.24504,356.21011,-40.399555,40.220886,-28.355381,23.593384,-51.091587,-8.4916315,-31.714952,32.066158,-19.36573,33.852062,1.9252958,-10.151692,-2.8215461,8.111578
-98.649261,327.10101,-36.620098,51.118931,-45.890274,-21.546957,-59.36763,-11.384943,-19.149799,37.247791,-17.13665,26.500404,0.36116007,-5.3032355,-3.3893356,3.0366278
